SurveyVersion,QuestionNum,ByWho,LastClick,IsSingleClick,DecisionTime,OverallSurveyDT,ClickCount,ConfidenceLevel,IsExp,Browser,OS,Age,Education,EngProf,Major,MIDT,MICL,ISDT,ISCL,MEDT,MECL,ESDT,ESCL,ConfidenceLevel_Dec,NoCY,NoCN,TimeDiff_FCnLC,DecisionTimeFract,ExplanationsLen,ExplanationsLen_scaled,DecisionTimeFract_scaled,Diff_CAns,ResolutionLen,Majority,SurveyAnswer,ActualAnswer,Starnie,Santos,D3L
1,1,1_14,0.002945405,1,0.003047641,0.000697593,0,0.61,0,5,5,1,2,3,3,31.403,63.5,0.400710921,0.25,59.3759375,76.9375,0.080619924,0.35,0.61,4,2,0,0.052442416,3,0.000737463,0.078705137,-2,3,1,1,1,0,0,0.199807518
1,1,1_15,0.002434016,1,0.002498046,0.001696134,0,0.6,1,2,3,1,1,5,5,57.06425,82.5,0.131983271,0.2,59.3759375,76.9375,0.05616571,0.333333333,0.6,4,2,0,0.020448505,143,0.103982301,0.03067887,-2,3,1,1,1,0,0,0.199807518
1,1,1_16,0.002862337,1,0.002937036,0.002066337,0,0.51,1,2,5,1,3,4,4,161.215625,83.625,0,0.02,59.3759375,76.9375,0.075698532,0.183333333,0.51,1,4,0,0.020021123,101,0.07300885,0.030037324,3,2,1,1,1,0,0,0.199807518
1,2,1_1,0.008522867,1,0.010474127,0.003642847,0,0.85,1,1,3,2,3,5,5,129.886625,72.375,0.429265344,0.853658537,73.10975,85,0.654028314,0.7,0.85,2,3,0,0.041309735,230,0.168141593,0.061993797,1,2,1,1,1,0.739730239,0.016891,0.2
1,2,1_2,0.002378582,0,0.00242043,0.000776923,0.066666667,0.9,1,1,3,1,2,5,4,25.0235,88.125,0.435289418,0.6,73.10975,85,0.035897205,0.8,0.9,4,3,1.141,0.038513548,46,0.032448378,0.057796424,-1,2,1,1,1,0.739730239,0.016892,0.2
1,2,1_3,0.01057981,0,0.011686686,0.00118742,0.044444444,0.81,0,2,5,2,2,4,5,81.550375,81.875,0.447085688,0.512820513,73.10975,85,0.747093714,0.62,0.81,3,3,113.213,0.127627611,3,0.000737463,0.19156612,0,2,1,0,1,0.739730239,0.016893,0.2
1,2,1_4,0.014992726,0,0.01498183,0.001120682,0.355555556,0.9,1,0,1,2,2,3,5,71.240875,85.375,1,0.772727273,73.10975,85,1,0.8,0.9,2,2,171.709,0.171634542,20,0.013274336,0.257625209,0,1,1,0,1,0.739730239,0.016894,0.2
1,2,1_5,0.005502768,1,0.006024281,0.001362448,0,0.5,1,2,5,1,1,5,4,57.2835,78.125,1,0,73.10975,85,0.312497189,0,0.5,1,2,0,0.058782258,86,0.061946903,0.088221915,1,2,1,1,1,0.739730239,0.016895,0.2
1,2,1_6,0.003907807,0,0.003964638,0.00112446,0.022222222,0.64,1,2,5,2,3,5,5,34.527,75.25,0.756992428,0.282608696,73.10975,85,0.154417104,0.28,0.64,1,3,35.819,0.045947669,105,0.075958702,0.06895583,2,3,1,0,1,0.739730239,0.016896,0.2
1,2,1_7,0.004596135,1,0.004647362,0.005796069,0,0.96,1,5,5,1,3,3,5,171.32225,97.125,0.032348754,0.555555556,73.10975,85,0.206816999,0.92,0.96,2,4,0,0.011855703,478,0.351032448,0.017780159,2,2,1,0,1,0.739730239,0.016897,0.2
1,2,1_8,0.005999083,0,0.006049065,0.001206308,0.133333333,1,1,0,1,1,2,4,4,50.990875,94,1,1,73.10975,85,0.314399368,1,1,4,4,68.067,0.065578853,81,0.058259587,0.098424328,0,1,1,1,1,0.739730239,0.016898,0.2
1,2,1_9,0.008512818,1,0.008692464,0.000920471,0,0.71,1,2,5,1,1,5,5,48.124875,70.375,1,0.5,73.10975,85,0.517283483,0.42,0.71,4,3,0,0.117836895,73,0.052359882,0.176869213,-1,3,1,1,1,0.739730239,0.016899,0.2
1,2,1_10,0.002338639,0,0.002412894,0.000318576,1,1,1,1,3,1,1,5,5,24.90975,59.5,0.309933231,1,73.10975,85,0.03531884,1,1,2,4,19.046,0.072403893,30,0.020648968,0.108669439,2,2,1,1,1,0.739730239,0.0169,0.2
1,2,1_11,0.002906718,1,0.003176081,0.001536216,0,1,1,5,5,1,2,3,3,47.134125,96.25,0.142782427,1,73.10975,85,0.09389439,1,1,3,3,0,0.028209724,272,0.199115044,0.042329286,0,2,1,1,1,0.739730239,0.016901,0.2
1,2,1_12,0.003746779,1,0.004404382,0.005735627,0,0.8,1,4,5,1,2,5,4,160.917375,75,0.047547441,1,73.10975,85,0.188167932,0.6,0.8,2,3,0,0.011360704,48,0.033923304,0.017037114,1,2,1,1,1,0.739730239,0.016902,0.2
1,2,1_13,0.002552841,1,0.002954703,1,0,0.96,0,2,5,2,3,4,5,1514.79825,95.125,0.00230329,0.764705882,73.10975,85,0.076903304,0.92,0.96,3,3,0,4.56E-05,3,0.000737463,5.20E-05,0,3,1,1,1,0.739730239,0.016903,0.2
1,2,1_14,0.001794592,1,0.001952721,0.000697593,0,0.57,0,5,5,1,2,3,3,31.403,63.5,0.11553559,0,73.10975,85,0,0.14,0.57,4,2,0,0.034075843,3,0.000737463,0.051134955,-2,3,1,1,1,0.739730239,0.016904,0.2
1,2,1_15,0.004857314,1,0.004919229,0.001696134,0,1,1,2,3,1,1,5,5,57.06425,82.5,0.450242131,1,73.10975,85,0.227683133,1,1,4,2,0,0.039662458,83,0.059734513,0.05952106,-2,3,1,1,1,0.739730239,0.016905,0.2
1,2,1_16,0.007820053,0,0.007921992,0.002066337,0.022222222,1,1,2,5,1,3,4,4,161.215625,83.625,0.121838267,1,73.10975,85,0.458148846,1,1,1,4,26.744,0.05311562,17,0.011061947,0.079715687,3,2,1,0,1,0.739730239,0.016906,0.2
1,3,1_1,0.002588597,1,0.003290455,0.003642847,0,0.9,1,1,3,2,3,5,5,129.886625,72.375,0.053475303,0.975609756,72.2829375,83.0625,0.053753863,0.772727273,0.9,2,3,0,0.013188791,3,0.000737463,0.019781266,1,2,0,0,0,0,0,0.2
1,3,1_2,0.001000503,0,0.001179989,0.000776923,0.044444444,0.75,1,1,3,1,2,5,4,25.0235,88.125,0.16629748,0,72.2829375,83.0625,0.010741899,0.431818182,0.75,4,3,1.967,0.019397419,81,0.058259587,0.029101079,-1,2,0,0,0,0,0,0.2
1,3,1_3,0.000808575,0,0.000889953,0.00118742,0.022222222,0.83,0,2,5,2,2,4,5,81.550375,81.875,0.006293178,0.564102564,72.2829375,83.0625,0.004830868,0.613636364,0.83,3,3,0.825,0.01050772,3,0.000737463,0.015756694,0,2,0,1,0,0,0,0.2
1,3,1_4,0.00313817,0,0.003140162,0.001120682,0.111111111,0.56,1,0,1,2,2,3,5,71.240875,85.375,0.045997248,0,72.2829375,83.0625,0.050690843,0,0.56,2,2,31.51,0.036683206,3,0.000737463,0.055048885,0,1,0,1,0,0,0,0.2
1,3,1_5,0.004848773,0,0.005913927,0.001362448,0.022222222,0.75,1,2,5,1,1,5,4,57.2835,78.125,0.957160502,0.5,72.2829375,83.0625,0.107221048,0.431818182,0.75,1,2,0.323,0.057719355,78,0.056047198,0.086626384,1,2,0,1,0,0,0,0.2
1,3,1_6,0.000987021,1,0.001761903,0.00112446,0,0.78,1,2,5,2,3,5,5,34.527,75.25,0.086229316,0.586956522,72.2829375,83.0625,0.022601502,0.5,0.78,1,3,0,0.02091627,45,0.031710914,0.031381035,2,3,0,1,0,0,0,0.2
1,3,1_7,0.007399771,1,0.049719869,0.005796069,0,0.97,1,5,5,1,3,3,5,171.32225,97.125,1,0.666666667,72.2829375,83.0625,1,0.931818182,0.97,2,4,0,0.124923545,551,0.404867257,0.187507029,2,2,0,0,0,0,0,0.2
1,3,1_8,0.002696033,0,0.002751409,0.001206308,0.088888889,1,1,0,1,1,2,4,4,50.990875,94,0.159248586,1,72.2829375,83.0625,0.042767946,1,1,4,4,26.582,0.030287634,17,0.011061947,0.045448451,0,1,0,0,0,0,0,0.2
1,3,1_9,0.001335707,1,0.002073709,0.000920471,0,0.66,1,2,5,1,1,5,5,48.124875,70.375,0.000758438,0.25,72.2829375,83.0625,0.028956201,0.227272727,0.66,4,3,0,0.02891676,94,0.067846608,0.043390623,-1,3,0,0,0,0,0,0.2
1,3,1_10,0.001057361,1,0.00105607,0.000318576,0,0.59,1,1,3,1,1,5,5,24.90975,59.5,0.007702637,0.254545455,72.2829375,83.0625,0.008216401,0.068181818,0.59,2,4,0,0.032975669,19,0.012536873,0.049483477,2,2,0,0,0,0,0,0.2
1,3,1_11,0.004484596,1,0.004817918,0.001536216,0,1,1,5,5,1,2,3,3,47.134125,96.25,0.405750456,1,72.2829375,83.0625,0.08488404,1,1,3,3,0,0.042439768,375,0.275073746,0.063690097,0,2,0,0,0,0,0,0.2
1,3,1_12,0.005969356,1,0.006116299,0.005735627,0,0.8,1,4,5,1,2,5,4,160.917375,75,0.075320918,1,72.2829375,83.0625,0.111345459,0.545454545,0.8,2,3,0,0.015698918,157,0.114306785,0.023549234,1,2,0,1,0,0,0,0.2
1,3,1_13,0.000647966,0,0.000652917,1,0.022222222,0.98,0,2,5,2,3,4,5,1514.79825,95.125,0,0.882352941,72.2829375,83.0625,0,0.954545455,0.98,3,3,4.756,1.10E-05,3,0.000737463,0,0,3,0,1,0,0,0,0.2
1,3,1_14,0.005248957,0,0.00534859,0.000697593,0.111111111,0.72,0,5,5,1,2,3,3,31.403,63.5,1,0.9375,72.2829375,83.0625,0.095699316,0.363636364,0.72,4,2,52.94,0.091039326,3,0.000737463,0.136643208,-2,3,0,0,0,0,0,0.2
1,3,1_15,0.00142179,1,0.001493971,0.001696134,0,1,1,2,3,1,1,5,5,57.06425,82.5,0,1,72.2829375,83.0625,0.017140965,1,1,4,2,0,0.012480399,73,0.052359882,0.018717894,-2,3,0,1,0,0,0,0.2
1,3,1_16,0.005298698,1,0.005368099,0.002066337,0,1,1,2,5,1,3,4,4,161.215625,83.625,0.059418077,1,72.2829375,83.0625,0.096096911,1,1,1,4,0,0.036160645,77,0.055309735,0.054264465,3,2,0,0,0,0,0,0.2
1,4,1_1,0.005964751,1,0.011490175,0.003642847,0,0.71,1,1,3,2,3,5,5,129.886625,72.375,0.482416528,0.512195122,795.97675,84.875,0.011081636,0.408163265,0.71,2,3,0,0.045287119,197,0.14380531,0.067964274,1,2,0,0,0,0,0,0.2
1,4,1_2,0.000408475,0,0.000413117,0.000776923,0.022222222,0.85,1,1,3,1,2,5,4,25.0235,88.125,0,0.4,795.97675,84.875,0,0.693877551,0.85,4,3,0.35,0.007579355,20,0.013274336,0.011360905,-1,2,0,0,0,0,0,0.2
1,4,1_3,0.000719311,0,0.000735808,0.00118742,0.022222222,1,0,2,5,2,2,4,5,81.550375,81.875,0,1,795.97675,84.875,0.000322824,1,1,3,3,1.127,0.008835604,3,0.000737463,0.013246669,0,2,0,0,0,0,0,0.2
1,4,1_4,0.006184647,0,0.007161568,0.001120682,0.088888889,1,1,0,1,2,2,3,5,71.240875,85.375,0.369974637,1,795.97675,84.875,0.00675124,1,1,2,2,71.83,0.082512405,40,0.028023599,0.123843391,0,1,0,0,0,0,0,0.2
1,4,1_5,0.00316639,1,0.003448283,0.001362448,0,1,1,2,5,1,1,5,4,57.2835,78.125,0,1,795.97675,84.875,0.00303642,1,1,1,2,0,0.033970968,19,0.012536873,0.050977526,1,2,0,0,0,0,0,0.2
1,4,1_6,0.001110619,1,0.004762657,0.00112446,0,0.51,1,2,5,2,3,5,5,34.527,75.25,1,0,795.97675,84.875,0.004351337,0,0.51,1,3,0,0.055016175,87,0.062684366,0.082568623,2,3,0,0,0,0,0,0.2
1,4,1_7,0.014403293,1,0.014458274,0.005796069,0,0.91,1,5,5,1,3,3,5,171.32225,97.125,0.242976963,0,795.97675,84.875,0.014050962,0.816326531,0.91,2,4,0,0.036467129,216,0.157817109,0.05472453,2,2,0,0,0,0,0,0.2
1,4,1_8,0.002108777,0,0.002126793,0.001206308,0.088888889,1,1,0,1,1,2,4,4,50.990875,94,0,1,795.97675,84.875,0.001714384,1,1,4,4,23.26,0.023603047,27,0.018436578,0.035414173,0,1,0,0,0,0,0,0.2
1,4,1_9,0.00231896,0,0.003538208,0.000920471,0.022222222,0.67,1,2,5,1,1,5,5,48.124875,70.375,0.221855644,0.3,795.97675,84.875,0.003126382,0.326530612,0.67,4,3,0,0.048591676,79,0.056784661,0.072924766,-1,3,0,0,0,0,0,0.2
1,4,1_10,0.000983588,1,0.00102149,0.000318576,0,0.62,1,1,3,1,1,5,5,24.90975,59.5,0,0.309090909,795.97675,84.875,0.000608624,0.224489796,0.62,2,4,0,0.031970803,10,0.005899705,0.047975066,2,2,0,0,0,0,0,0.2
1,4,1_11,0.003405797,1,0.003492325,0.001536216,0,1,1,5,5,1,2,3,3,47.134125,96.25,0.193434181,1,795.97675,84.875,0.00308048,1,1,3,3,0,0.030950653,252,0.184365782,0.046443713,0,2,0,0,0,0,0,0.2
1,4,1_12,0.001425642,1,0.003120485,0.005735627,0,0.8,1,4,5,1,2,5,4,160.917375,75,0.026718014,1,795.97675,84.875,0.002708487,0.591836735,0.8,2,3,0,0.00810715,83,0.059734513,0.012153183,1,2,0,0,0,0,0,0.2
1,4,1_13,1,1,1,1,0,1,0,2,5,2,3,4,5,1514.79825,95.125,1,1,795.97675,84.875,1,1,1,3,3,0,0.015037163,3,0.000737463,0.022555869,0,3,0,0,0,0,0,0.2
1,4,1_14,0.00117024,1,0.001509126,0.000697593,0,0.66,0,5,5,1,2,3,3,31.403,63.5,0,0.5625,795.97675,84.875,0.001096462,0.306122449,0.66,4,2,0,0.026634831,3,0.000737463,0.039965205,-2,3,0,1,0,0,0,0.2
1,4,1_15,0.002744852,1,0.002808345,0.001696134,0,1,1,2,3,1,1,5,5,57.06425,82.5,0.172771297,1,795.97675,84.875,0.002396217,1,1,4,2,0,0.022910963,54,0.038348083,0.034375282,-2,3,0,0,0,0,0,0.2
1,4,1_16,0.004842744,1,0.004991822,0.002066337,0,0.85,1,2,5,1,3,4,4,161.215625,83.625,0.050221424,0.7,795.97675,84.875,0.004580597,0.693877551,0.85,1,4,0,0.03366259,96,0.069321534,0.050514619,3,2,0,0,0,0,0,0.2
1,5,1_1,0.017479832,1,0.021384397,0.003642847,0,0.5,1,1,3,2,3,5,5,129.886625,72.375,1,0,76.6763125,85.25,1,0,0.5,2,3,0,0.084018682,164,0.119469027,0.126104475,1,2,1,0,1,0.693487108,0,0.384615385
1,5,1_2,0.005005782,0,0.00502456,0.000776923,0.044444444,1,1,1,3,1,2,5,4,25.0235,88.125,1,1,76.6763125,85.25,0.153029554,1,1,4,3,56.018,0.078645161,45,0.031710914,0.118038247,-1,2,1,1,1,0.693487108,0,0.384615385
1,5,1_3,0.001397841,0,0.002517639,0.00118742,0.022222222,0.91,0,2,5,2,2,4,5,81.550375,81.875,0.072745856,0.769230769,76.6763125,85.25,0.023242911,0.82,0.91,3,3,0,0.028164396,3,0.000737463,0.042261244,0,2,1,1,1,0.693487108,0,0.384615385
1,5,1_4,0.004425811,0,0.004456545,0.001120682,0.177777778,0.98,1,0,1,2,2,3,5,71.240875,85.375,0.152049269,0.954545455,76.6763125,85.25,0.123622634,0.96,0.98,2,2,43.028,0.051685115,52,0.036873156,0.077568347,0,1,1,1,1,0.693487108,0,0.384615385
1,5,1_5,0.00226453,1,0.004096762,0.001362448,0,1,1,2,5,1,1,5,4,57.2835,78.125,0.251738933,1,76.6763125,85.25,0.104996229,1,1,1,2,0,0.040216935,55,0.039085546,0.060353389,1,2,1,0,1,0.693487108,0,0.384615385
1,5,1_6,0.002388965,1,0.002539408,0.00112446,0,0.85,1,2,5,2,3,5,5,34.527,75.25,0.322990235,0.739130435,76.6763125,85.25,0.024369945,0.7,0.85,1,3,0,0.029751665,115,0.083333333,0.044643904,2,3,1,0,1,0.693487108,0,0.384615385
1,5,1_7,0.003972453,1,0.005310829,0.005796069,0,1,1,5,5,1,3,3,5,171.32225,97.125,0.04659256,1,76.6763125,85.25,0.167850052,1,1,2,4,0,0.013520059,44,0.030973451,0.020278535,2,2,1,1,1,0.693487108,0,0.384615385
1,5,1_8,0.004913586,0,0.00494192,0.001206308,0.133333333,1,1,0,1,1,2,4,4,50.990875,94,0.71772868,1,76.6763125,85.25,0.14875116,1,1,4,4,57.102,0.053730287,52,0.036873156,0.080638368,0,1,1,1,1,0.693487108,0,0.384615385
1,5,1_9,0.00202864,0,0.002068685,0.000920471,0.022222222,0.68,1,2,5,1,1,5,5,48.124875,70.375,0,0.35,76.6763125,85.25,0,0.36,0.68,4,3,0.495,0.028849269,45,0.031710914,0.043289311,-1,3,1,1,1,0.693487108,0,0.384615385
1,5,1_10,0.002604842,1,0.002634524,0.000318576,0,0.51,1,1,3,1,1,5,5,24.90975,59.5,0.359300981,0.109090909,76.6763125,85.25,0.029294217,0.02,0.51,2,4,0,0.078844282,75,0.053834808,0.118337149,2,2,1,0,1,0.693487108,0,0.384615385
1,5,1_11,0.002992885,1,0.003047893,0.001536216,0,1,1,5,5,1,2,3,3,47.134125,96.25,0.122250831,1,76.6763125,85.25,0.05069486,1,1,3,3,0,0.027098694,179,0.130530973,0.040661511,0,2,1,1,1,0.693487108,0,0.384615385
1,5,1_12,0.018607031,1,0.01875473,0.005735627,0,0.8,1,4,5,1,2,5,4,160.917375,75,0.280361873,1,76.6763125,85.25,0.863858618,0.6,0.8,2,3,0,0.047726289,90,0.064896755,0.071625728,1,2,1,1,1,0.693487108,0,0.384615385
1,5,1_13,0.00205217,0,0.002126961,1,0.022222222,0.99,0,2,5,2,3,4,5,1514.79825,95.125,0.001475007,0.941176471,76.6763125,85.25,0.003016984,0.98,0.99,3,3,2.831,3.32E-05,3,0.000737463,3.33E-05,0,3,1,1,1,0.693487108,0,0.384615385
1,5,1_14,0.001738236,1,0.002694809,0.000697593,0,0.59,0,5,5,1,2,3,3,31.403,63.5,0.30881455,0.125,76.6763125,85.25,0.032415234,0.18,0.59,4,2,0,0.046523876,3,0.000737463,0.069820779,-2,3,1,1,1,0.693487108,0,0.384615385
1,5,1_15,0.006585753,0,0.006805554,0.001696134,0.022222222,1,1,2,3,1,1,5,5,57.06425,82.5,0.698195025,1,76.6763125,85.25,0.245233946,1,1,4,2,0.585,0.054631894,216,0.157817109,0.081991776,-2,3,1,1,1,0.693487108,0,0.384615385
1,5,1_16,0.012934359,1,0.013055651,0.002066337,0,0.83,0,2,5,1,3,4,4,161.215625,83.625,0.247310992,0.66,76.6763125,85.25,0.568809765,0.66,0.83,1,4,0,0.087197332,3,0.000737463,0.130875966,3,2,1,0,1,0.693487108,0,0.384615385
1,6,1_1,0.008088601,1,0.009759251,0.003642847,0,0.7,1,1,3,2,3,5,5,129.886625,72.375,0.391868986,0.487804878,120.3149375,83,0.139415565,0.347826087,0.7,2,3,0,0.038511308,191,0.139380531,0.05779306,1,2,0.5,0,1,0,0,0
1,6,1_2,0.000618992,0,0.001322914,0.000776923,0.066666667,0.9,1,1,3,1,2,5,4,25.0235,88.125,0.197291016,0.6,120.3149375,83,0.0033372,0.782608696,0.9,4,3,0,0.0216,82,0.05899705,0.032407387,-1,2,0.5,1,1,0,0,0
1,6,1_3,0.002181043,0,0.002207591,0.00118742,0.022222222,0.61,0,2,5,2,2,4,5,81.550375,81.875,0.060087715,0,120.3149375,83,0.017607075,0.152173913,0.61,3,3,1.103,0.02480109,3,0.000737463,0.037212563,0,2,0.5,1,1,0,0,0
1,6,1_4,0.004391311,0,0.004623835,0.001120682,0.2,0.76,1,0,1,2,2,3,5,71.240875,85.375,0.165526685,0.454545455,120.3149375,83,0.056581146,0.47826087,0.76,2,2,50.004,0.053591603,61,0.043510324,0.080430189,0,1,0.5,0,1,0,0,0
1,6,1_5,0.003717638,1,0.003944292,0.001362448,0,0.8,1,2,5,1,1,5,4,57.2835,78.125,0.192550218,0.6,120.3149375,83,0.04562011,0.565217391,0.8,1,2,0,0.038748387,81,0.058259587,0.058148942,1,2,0.5,0,1,0,0,0
1,6,1_6,0.001292666,1,0.001478733,0.00112446,0,0.82,1,2,5,2,3,5,5,34.527,75.25,0,0.673913043,120.3149375,83,0.005850567,0.608695652,0.82,1,3,0,0.017698382,65,0.046460177,0.026550643,2,3,0.5,0,1,0,0,0
1,6,1_7,0.006923552,1,0.007123472,0.005796069,0,1,1,5,5,1,3,3,5,171.32225,97.125,0.085507773,1,120.3149375,83,0.096900361,1,1,2,4,0,0.018067213,82,0.05899705,0.027104297,2,2,0.5,0,1,0,0,0
1,6,1_8,0.00574318,0,0.005793106,0.001206308,0.066666667,1,1,0,1,1,2,4,4,50.990875,94,0.934742235,1,120.3149375,83,0.075441527,1,1,4,4,66.876,0.062839606,63,0.044985251,0.094312426,0,1,0.5,1,1,0,0,0
1,6,1_9,0.003021272,1,0.003028886,0.000920471,0,0.78,1,2,5,1,1,5,5,48.124875,70.375,0.14496271,0.85,120.3149375,83,0.030854585,0.52173913,0.78,4,3,0,0.041749156,72,0.051622419,0.062653416,-1,3,0.5,1,1,0,0,0
1,6,1_10,0.001068666,1,0.00111602,0.000318576,0,0.54,1,1,3,1,1,5,5,24.90975,59.5,0.021056362,0.163636364,120.3149375,83,0,0,0.54,2,4,0,0.034717762,44,0.030973451,0.052098543,2,2,0.5,1,1,0,0,0
1,6,1_11,0.002180792,1,0.002284622,0.001536216,0,1,1,5,5,1,2,3,3,47.134125,96.25,0,1,120.3149375,83,0.018849577,1,1,3,3,0,0.020483309,83,0.059734513,0.030731115,0,2,0.5,1,1,0,0,0
1,6,1_12,0.062988994,1,0.063112193,0.005735627,0,0.8,1,4,5,1,2,5,4,160.917375,75,1,1,120.3149375,83,1,0.565217391,0.8,2,3,0,0.160133673,34,0.02359882,0.240361179,1,2,0.5,0,1,0,0,0
1,6,1_13,0.003225677,1,0.00330854,1,0,0.97,0,2,5,2,3,4,5,1514.79825,95.125,0.002657359,0.823529412,120.3149375,83,0.035365411,0.934782609,0.97,3,3,0,5.09E-05,3,0.000737463,5.99E-05,0,3,0.5,0,1,0,0,0
1,6,1_14,0.001394407,1,0.001544544,0.000697593,0,0.6,0,5,5,1,2,3,3,31.403,63.5,0.009224529,0.1875,120.3149375,83,0.006912097,0.130434783,0.6,4,2,0,0.027228933,3,0.000737463,0.040857014,-2,3,0.5,1,1,0,0,0
1,6,1_15,0.005301126,1,0.005422188,0.001696134,0,1,1,2,3,1,1,5,5,57.06425,82.5,0.516354832,1,120.3149375,83,0.069458606,1,1,4,2,0,0.043653821,221,0.161504425,0.065512519,-2,3,0.5,1,1,0,0,0
1,6,1_16,0.043667425,1,0.043851574,0.002066337,0,1,1,2,5,1,3,4,4,161.215625,83.625,1,1,120.3149375,83,0.689325686,1,1,1,4,0,0.291647582,49,0.034660767,0.43777756,3,2,0.5,0,1,0,0,0
1,7,1_1,0.018050508,1,0.019993747,0.003642847,0,0.62,1,1,3,2,3,5,5,129.886625,72.375,0.927252739,0.292682927,70.9266875,74.1875,0.941463597,0.309090909,0.62,2,3,0,0.078574893,239,0.174778761,0.117932768,1,2,0,1,0,0,0,0.166129557
1,7,1_2,0.00262787,0,0.003014485,0.000776923,0.044444444,0.9,1,1,3,1,2,5,4,25.0235,88.125,0.56411141,0.6,70.9266875,74.1875,0.096885972,0.818181818,0.9,4,3,31.021,0.047668387,29,0.019911504,0.071538811,-1,2,0,1,0,0,0,0.166129557
1,7,1_3,0.001895748,1,0.001890762,0.00118742,0,0.7,0,2,5,2,2,4,5,81.550375,81.875,0.047152687,0.230769231,70.9266875,74.1875,0.040990059,0.454545455,0.7,3,3,0,0.021364214,3,0.000737463,0.032053447,0,2,0,0,0,0,0,0.166129557
